user_budget,user_days,pref_food,pref_beach,pref_nature,pref_museums,pref_nightlife,place_name,place_province,place_category,place_rating,is_recommended
low,6,0,1,0,1,0,Tanduh Beach,Sulu,museums,4.1,0
high,6,0,0,0,0,1,Cangbangag Fall entrance,Siquijor,sightseeing,4.0,0
high,3,0,1,0,0,0,Bagakay Bay Park,Camiguin,nature,4.5,0
comfort,4,0,0,0,0,0,Isla Grill,Misamis Occidental,food,4.8,0
high,6,0,0,1,1,0,Yūshōken,Cebu,food,4.6,1
low,3,1,1,0,0,0,ISU Oval,Aurora,nature,4.8,0
comfort,2,0,1,0,0,0,Jose Yap Memorial Library,Tarlac,museums,4.8,0
high,4,1,0,0,0,0,Lover's Park,La Union,beach,4.6,0
low,2,0,0,0,0,1,Viewdeck,Benguet,sightseeing,4.3,0
high,5,1,0,1,0,1,Myeongdong Korean Hotdog,Samar,food,4.6,1
high,5,0,1,1,0,0,Magsaysay Park,Misamis Oriental,beach,4.2,0
high,5,0,1,0,0,0,Sweet Heart's Cafe and Events Place,Cavite,food,4.6,1
comfort,7,1,1,0,1,0,Sweet Cleopatra,Negros Oriental,food,3.5,0
low,6,1,1,1,0,0,St. Andrew Parish Church,Aurora,sightseeing,4.6,0
high,7,1,1,1,0,0,Bugo Plaza,Misamis Oriental,nature,4.0,0
low,6,0,0,0,0,1,The Gypsy's Lair Art Cafe Restaurant,Palawan,food,4.8,0
low,5,0,1,0,1,1,Boardwalk,La Union,museums,3.7,0
high,5,1,1,0,0,0,J&J Lomi and Pancit Food House,Tarlac,food,3.7,1
low,6,0,0,1,0,0,Bacong Beach,Siquijor,beach,4.7,0
high,3,1,1,0,0,0,Heartshape,Southern Leyte,sightseeing,3.6,0
low,3,0,0,1,0,1,Firewood Pizzaria,La Union,food,4.9,0
low,3,0,0,0,0,0,Mommy Tabz Hang-outs,Quezon,food,3.9,0
high,2,1,1,0,0,0,Kalayaan Twin Falls,Laguna,museums,4.0,0
low,2,0,1,0,0,1,Oceana,Surigao del Sur,food,3.5,0
low,4,0,0,0,1,1,San Lorenzo Wind Farm,Guimaras,sightseeing,4.6,0
high,7,0,1,0,0,0,Benn's Bowl Diner,Cavite,food,4.0,0
low,3,0,1,0,0,1,Olio e Basilico Ristorante,Palawan,food,4.0,0
low,5,0,0,0,1,1,E & P Solis Compound,Nueva Ecija,food,4.1,0
comfort,4,1,1,0,0,0,Dalampasigan,Pangasinan,food,3.9,0
high,7,1,0,0,1,1,Lim Guan,Negros Occidental,sightseeing,3.8,0
high,3,0,0,1,0,1,Uncle Sam's Burger Steak House,Agusan del Norte,food,4.0,0
low,5,0,0,0,0,0,Sagbayan Peak Park,Bohol,beach,3.6,0
high,6,0,1,0,0,1,San Benon Hot Spring,Sorsogon,museums,4.6,0
comfort,5,0,1,0,0,1,Sindo's Litson Manok,Bohol,food,4.7,0
comfort,4,0,0,0,1,0,Butuan Museum and Picnic Park,Agusan del Norte,beach,3.5,0
low,7,0,0,0,0,0,Sanayon,Siquijor,museums,4.0,0
low,4,1,0,0,0,0,The BLK Spade,Nueva Vizcaya,food,3.8,0
comfort,5,0,0,0,0,1,Residence River,Aklan,food,4.2,0
comfort,6,1,0,0,1,0,Energy Park,Davao del Norte,nature,3.8,0
high,2,0,0,1,1,0,Death March Memorial,Bataan,beach,4.2,0
high,2,1,1,0,0,0,Hukad,Davao del Sur,food,3.6,1
comfort,7,0,0,1,0,0,Jajaz Pabs,Davao del Sur,food,4.4,0
high,5,0,0,0,0,0,LCT Star II,Cebu,sightseeing,3.8,0
low,6,1,0,0,1,0,Pedro Vicente Park,Palawan,beach,4.3,0
comfort,3,0,0,0,0,1,Si Magbanua kag ang Bakunawa,Guimaras,sightseeing,4.2,0
high,5,0,1,0,0,1,Cannery Plaza,South Cotabato,beach,4.7,1
high,2,1,0,1,0,0,Sanchez Internet Cafe,Pampanga,food,4.2,1
comfort,2,1,0,0,0,0,Jess B Residence,Iloilo,sightseeing,4.8,0
high,5,1,0,1,0,1,Jaltan,Davao del Norte,food,3.9,1
low,4,0,0,0,1,0,Bulacan Heroes Park,Pampanga,beach,4.6,0
comfort,2,0,1,0,0,0,The Oblation,Cebu,museums,3.9,0
low,5,0,0,0,0,0,Charcoal,Davao del Sur,food,3.9,0
low,7,0,0,0,1,0,Don Francisco Santos Statue,Tarlac,sightseeing,4.2,0
high,6,0,0,1,0,0,Weber's Delicatessen,Batangas,food,4.3,0
high,3,0,0,0,0,0,Riverside,Capiz,food,3.6,0
high,3,0,1,0,1,0,SANDAIZ PARK,Capiz,beach,3.5,0
high,3,0,0,0,1,0,Butterfly Garden,Palawan,nature,3.7,0
high,4,0,1,0,0,0,Starbucks,Bataan,food,3.9,0
comfort,5,0,1,1,0,0,St. Augustine Statue,Iloilo,sightseeing,4.8,0
low,2,0,1,0,0,1,Coffee Spot,Pangasinan,food,4.2,0
low,7,0,0,1,0,0,Salaman turn off,Bataan,sightseeing,4.5,0
low,3,1,1,1,0,0,Rizal Monument Park,Davao del Norte,nature,4.5,1
comfort,5,1,0,0,0,0,Jing's Eatery,Antique,food,4.9,0
low,5,0,0,1,0,0,Auds,Misamis Oriental,food,4.2,0
comfort,4,0,0,1,0,1,Divisoria Plaza,Misamis Oriental,nature,4.1,0
comfort,7,1,0,0,0,1,Barney,South Cotabato,sightseeing,4.3,0
low,6,0,1,0,0,1,Bunker Bob's,Bataan,food,4.5,0
high,6,0,1,1,0,1,Tip Top View Deck,Benguet,sightseeing,4.8,0
low,7,0,0,0,1,1,Patulilic Residence,Bohol,sightseeing,4.8,0
high,3,1,0,0,1,1,TUBOD MARINE SANCTUARY ,Siquijor,sightseeing,4.1,0
high,7,1,1,0,0,1,St. Nicholas of Tolentino,Bataan,sightseeing,4.0,0
low,4,1,0,0,1,0,White sand Beach,Marinduque,sightseeing,4.6,0
comfort,6,1,0,1,0,0,Lambunao Plaza,Iloilo,nature,3.8,0
high,6,0,1,1,0,0,Brankolei pizza Italian vero,Camarines Norte,food,4.7,1
high,2,0,1,1,0,0,Paoay Church Bell Tower,Ilocos Norte,museums,4.5,0
comfort,4,0,1,1,0,0,Retreat House,La Union,sightseeing,4.0,0
low,4,1,0,1,0,0,Buri White Sand Beach,Samar,sightseeing,4.5,0
low,7,0,0,0,0,0,Mami ni Tita Osang,Laguna,food,3.6,0
low,5,0,0,1,1,0,Tam-Awan Village,Benguet,museums,4.1,0
low,4,0,0,0,0,0,Panarayon Beach,Albay,beach,3.6,0
high,6,1,0,0,0,1,UP Oblation,La Union,sightseeing,3.9,0
high,3,1,1,0,1,0,Malacanang of the North,Ilocos Norte,museums,4.9,1
comfort,2,0,0,1,0,1,Sikatuna Tree and Inland Fishery Park,Bohol,nature,3.5,0
high,5,0,0,0,1,0,Penongs,Davao de Oro,food,4.5,1
low,6,1,1,0,0,1,Diaz Ancestral Home,Ilocos Norte,museums,3.5,0
low,7,1,0,0,0,0,Tam-Awan Village,La Union,nature,4.4,0
high,2,0,1,0,0,0,Murcia Town Plaza,Negros Occidental,beach,4.2,0
high,6,0,0,0,0,0,Shakey's,Camarines Sur,food,4.3,0
high,4,0,0,1,0,0,McHailey Café,Rizal,food,3.5,0
high,6,0,1,0,1,0,Rifleman's Park,Cavite,beach,4.4,0
low,7,0,0,1,0,1,CLSU Graduation Site,Nueva Ecija,beach,4.3,0
high,4,0,0,0,0,1,Lolo Peds Restaurant,Ifugao,food,4.2,0
comfort,7,1,0,0,0,1,Camp John Hay Art Park,Benguet,beach,4.7,0
high,2,1,0,0,0,0,Sadok Restaurant,South Cotabato,food,4.6,1
comfort,2,1,0,0,0,0,Bucalan Sunflower Farm,Negros Occidental,sightseeing,4.0,0
low,2,1,0,1,1,0,JD & G,Romblon,food,4.6,0
high,7,0,1,0,0,0,WaterWorld Iloilo,Iloilo,sightseeing,3.6,0
low,6,0,1,0,1,1,Bacarra Church,Ilocos Norte,museums,4.4,0
high,6,0,1,0,0,0,Madja'as Viewdeck 4 (Knife Edge),Antique,sightseeing,4.2,0
high,2,1,0,0,0,0,Naval Municipal Park,Biliran,beach,4.8,0
low,6,0,0,1,0,0,"Bugal Ko, Banwa Ko, Bilang Ilonggo",Iloilo,sightseeing,4.0,0
high,4,0,0,1,0,0,Johnson's Farm,Pangasinan,museums,4.6,0
high,5,1,0,1,1,0,WaterWorld Iloilo,Guimaras,sightseeing,4.2,0
comfort,3,0,1,0,1,0,Max's Restaurant,Abra,food,4.3,0
high,2,0,0,1,0,0,Narra Eco Park,Davao del Norte,nature,4.6,1
comfort,3,1,1,0,0,1,Resort,Aurora,museums,4.3,0
comfort,4,1,0,1,1,0,5th Station,Camiguin,museums,4.0,0
comfort,2,1,0,0,0,1,Don Untin Park,Ilocos Norte,beach,4.6,0
comfort,6,0,0,0,1,1,Belvedere Hoyohoy View Deck,Misamis Occidental,sightseeing,4.1,0
comfort,6,0,0,0,0,1,Divine Mercy 14 Station,Nueva Ecija,sightseeing,3.8,0
high,5,0,1,0,0,0,El Kabayo Riding Stables,Pampanga,sightseeing,3.8,0
comfort,2,1,0,0,1,0,San Jose City Park,Nueva Ecija,beach,3.9,0
low,6,1,0,0,0,0,Sampaguita Garden,Tarlac,sightseeing,4.3,0
high,5,0,1,0,0,1,Gregorio Aglipay,Ilocos Norte,sightseeing,4.9,0
comfort,2,0,0,0,1,0,PLANAXIS Grill and Restaurant,Ilocos Norte,food,4.2,0
comfort,4,0,0,1,0,0,Tangub City Plaza,Maguindanao del Norte,nature,4.1,0
low,6,1,0,0,0,0,SLSU Library,Rizal,museums,4.5,0
comfort,2,1,0,1,0,0,Leganes Town Plaza,Guimaras,beach,4.5,0
comfort,6,0,0,0,0,0,Ely Castillo's Fish Pond,Eastern Samar,museums,4.0,0
low,6,0,0,1,0,1,Panarayon Beach,Albay,beach,3.6,0
low,6,0,0,0,1,0,"Sen. Rodolfo ""Roding"" T. Ganzon Freedom Park",Guimaras,beach,4.9,0
comfort,5,1,0,0,0,0,Dumangas Plaza,Guimaras,beach,4.3,0
comfort,5,0,0,1,0,1,Hans Noodles and Dimsum House,Agusan del Norte,food,3.7,0
comfort,5,1,0,0,1,1,Station 21,Batangas,museums,4.0,0
comfort,4,1,1,0,0,0,Delantera Restaurant,Cavite,food,4.6,0
comfort,4,0,0,1,0,0,Ayuste Nature Park Sea of Clouds,Davao Oriental,sightseeing,4.7,0
low,3,0,0,1,1,0,Hinabyan Beach,Dinagat Islands,museums,4.5,0
comfort,5,1,0,0,0,0,Rose Place,Davao del Sur,food,3.6,0
low,6,1,0,0,0,1,Christ the Redeemer Park,Pampanga,beach,3.7,0
comfort,7,1,0,1,0,0,Hammburguesa de Campo,Batangas,food,4.1,0
low,6,0,0,0,1,0,Nakabalo Guesthouse & Restaurant,Siquijor,food,4.3,0
high,6,1,0,1,0,0,Rock Formations,Biliran,museums,4.3,0
comfort,7,0,0,1,0,0,Ramon Magsaysay Park,Romblon,beach,4.3,0
high,5,1,0,0,0,1,R. Piadozo,Nueva Ecija,museums,4.2,0
comfort,3,0,0,0,0,0,x,Samar,sightseeing,4.0,0
comfort,2,0,0,1,1,1,Agusan Public Plaza,Misamis Oriental,nature,4.0,0
comfort,3,0,0,0,1,0,San Francisco Restaurant,Kalinga,food,4.9,0
low,7,1,0,0,0,0,Kipot river,Romblon,sightseeing,4.2,0
high,2,0,1,0,1,0,The Librewry Cafe,Misamis Oriental,food,3.5,0
low,5,0,0,0,0,1,Station 21,Rizal,sightseeing,4.6,0
low,5,0,0,1,0,1,LCT Star II,Cebu,sightseeing,3.8,0
comfort,6,0,1,0,0,0,Gourmet's Cafe,Cavite,food,4.8,0
low,2,0,1,0,0,0,Paquit's House and RestoBar,Iloilo,food,3.8,0
high,5,0,0,0,0,1,Residence Inn,Batangas,museums,3.8,0
low,7,0,1,0,1,0,Coffee Lounge,Misamis Occidental,food,4.8,0
high,6,0,0,0,1,1,Bell Amphitheater,La Union,sightseeing,3.7,0
comfort,7,1,0,0,0,0,CheckPoint,Camiguin,food,4.3,0
high,6,0,1,1,0,0,Rakuh-a-idi Spring,Batanes,museums,4.6,0
low,2,0,1,0,0,1,Station of the Cross I,Aklan,sightseeing,4.8,0
comfort,5,0,0,1,0,0,Bilar River,Bohol,sightseeing,3.5,0
comfort,2,0,0,0,0,0,Magnetic Hill,Rizal,sightseeing,4.8,0
comfort,5,1,0,0,0,1,Dumingag Sea of Clouds,Zamboanga del Sur,museums,4.0,0
comfort,3,0,0,1,0,0,Seoul Kitchen,Rizal,food,3.9,0
low,6,0,1,1,0,1,Calijon Waterfall,Batangas,sightseeing,4.2,0
low,5,0,1,0,0,0,Kay-Ang Hill Hotel,Ifugao,museums,3.7,0
comfort,3,1,0,0,0,0,Secret beach,Siquijor,museums,3.7,0
low,7,1,0,0,0,0,Rizal Multi Purpose Sports Complex and Public Park,Nueva Ecija,beach,4.1,0
low,7,0,1,1,0,0,Pizza Volante,La Union,food,3.6,0
low,3,0,1,0,0,0,St. Clement,Iloilo,sightseeing,4.2,0
comfort,4,1,1,0,0,1,Kaon sa Payag,Davao del Norte,food,4.3,0
comfort,6,0,1,1,0,0,Plaza Rizal,Bukidnon,nature,4.5,0
comfort,4,0,0,0,0,0,Kawa-Kawa Falls,Cebu,sightseeing,4.1,0
comfort,5,0,0,1,0,0,Babbo & Mammina,Aurora,food,4.7,0
comfort,2,0,0,0,1,0,Tomas Rock,Quirino,sightseeing,3.7,0
low,3,1,0,0,0,0,Caza Bistro,Davao de Oro,food,4.1,0
comfort,6,0,0,1,0,0,Kolambugan Municipal Plaza,Lanao del Norte,beach,3.9,0
high,2,0,0,0,0,0,The Barns,Capiz,food,4.6,1
low,6,0,0,1,1,0,Jose Rizal Park,Maguindanao del Sur,beach,3.9,0
low,4,0,1,1,0,1,Tops Lookout,Cebu,museums,4.2,0
comfort,3,0,1,1,1,0,Bari Cafe,Cavite,food,4.7,0
high,4,0,0,0,1,0,Mini-park,La Union,beach,3.6,0
high,2,1,1,0,0,1,JBM COFFEE,Batangas,food,3.7,1
low,7,0,0,0,0,0,Isabela City Plaza,Basilan,beach,4.7,0
comfort,6,0,1,1,1,0,Twin Peaks Viewpoint,Zamboanga del Sur,sightseeing,4.4,0
comfort,4,0,0,0,1,1,8th Station,Camiguin,sightseeing,3.9,0
comfort,5,0,0,0,0,1,Don Francisco Santos Statue,Tarlac,sightseeing,4.2,0
high,2,0,0,0,1,1,Brewbakers Cafe,Surigao del Norte,food,3.6,0
comfort,2,0,1,1,0,0,Start of 16 kilometer GRADE 1 CLIMB,Kalinga,sightseeing,4.0,0
comfort,3,0,0,0,1,0,Jesus Christ Statue,Iloilo,museums,4.0,0
high,5,0,0,0,1,1,Fe Misa Ayala Seniors Park,Davao del Norte,beach,4.7,0
low,5,0,0,1,0,0,Deodato's Pizza,Nueva Vizcaya,food,4.3,0
low,5,0,0,1,1,0,View desk,Ilocos Sur,sightseeing,3.7,0
low,7,1,0,1,0,0,8th Station,Camiguin,sightseeing,3.9,0
low,5,1,0,0,0,0,Comida de Bais,Negros Oriental,food,4.3,0
high,5,0,1,0,0,0,Kawayan Grill,Davao del Sur,food,4.6,1
high,7,0,1,0,0,0,Sibulan Town Plaza,Siquijor,beach,4.9,1
low,3,0,1,0,0,0,Mon's Grill,Misamis Occidental,food,4.4,0
low,3,1,0,0,0,0,Kaishu,Cebu,food,3.9,0
low,3,1,0,0,0,0,Iriga (Mt. Asog) Trail,Camarines Sur,museums,4.8,0
comfort,7,0,0,1,1,0,Jesus and Mary,Aklan,museums,3.6,0
comfort,3,1,0,0,0,1,Doña Fronie Children's Park,Aurora,nature,4.7,0
high,2,0,1,1,1,0,Bulak Library,Siquijor,museums,4.1,0
high,5,0,0,1,1,0,Krosroad,Batangas,food,4.8,1
comfort,3,1,0,0,0,0,Macagtas Dam,Northern Samar,museums,3.6,0
high,4,1,0,0,0,0,Maria's BBQ Station,Davao del Sur,food,4.4,1
low,3,0,1,0,0,1,Jose Panganiban Park,Camarines Norte,beach,4.3,1
comfort,4,1,1,0,0,1,Ocean Adventure,Bataan,sightseeing,3.9,0
high,5,0,1,0,1,1,Mangrove River Paddle Boat Tour,Palawan,museums,4.0,0
comfort,4,0,0,1,1,1,I Love San Clemente,Pangasinan,museums,4.5,0
comfort,5,1,0,0,0,1,Mines View Park,La Union,sightseeing,3.9,0
low,7,0,1,1,0,0,Welcome Maddela,Quirino,museums,3.8,0
high,4,0,0,1,0,1,Rosen Garten,Albay,food,3.7,0
high,3,0,0,0,0,0,Dam's Best,Camarines Sur,food,3.9,0
low,3,1,0,0,1,0,Cafe Will,Benguet,food,3.9,0
high,3,1,1,0,1,0,Marienor Mountain Resort,Leyte,museums,4.2,0
low,2,0,1,0,1,1,Carreon's Sweets & Pastries,Pampanga,food,4.6,0
low,2,0,1,0,1,0,M MOTIONS PHOTOGRAPHY,Pangasinan,sightseeing,3.9,0
high,6,0,0,1,0,1,Ammungan Park,Nueva Vizcaya,beach,3.9,0
comfort,7,0,0,0,1,0,Shakey's,Zambales,food,3.9,0
high,2,0,0,0,1,1,Casat Barangay Plaza,Nueva Vizcaya,nature,4.4,0
low,4,0,0,0,0,1,Secret local Lagoon,Siquijor,museums,4.0,0
low,2,0,1,1,0,0,Potenciano Ilustrio Memorial,La Union,beach,3.5,1
high,2,0,0,0,0,0,0624001,Batangas,sightseeing,4.0,0
high,6,0,1,0,1,0,La Parisienne,Cebu,food,4.5,1
low,6,1,0,0,0,0,Manjuyod Sandbar,Negros Oriental,sightseeing,4.3,0
comfort,4,1,0,1,0,0,Dukes & Duchess' Delicacies by Chef Ewenn,Cavite,food,3.6,0
comfort,2,1,0,0,0,0,Zamboanga Sibugay Welcome Arch,Zamboanga del Norte,sightseeing,4.1,0
comfort,3,1,0,1,1,0,Sagñay Plaza,Camarines Sur,nature,4.4,0
comfort,5,1,0,1,1,0,Zanes Cafe,Tarlac,food,4.7,0
low,4,0,1,0,1,0,Mt. Fato Viewpoint,Mountain Province,sightseeing,3.8,0
comfort,2,0,1,0,1,1,Good Shepherd Sisters Convent,Benguet,museums,3.7,0
high,5,1,0,0,0,0,JOY'S PLACE RESTAURANT,Aurora,food,4.8,1
low,4,0,0,1,0,0,Lake Maragang Rainforest Park,Zamboanga del Sur,sightseeing,4.7,0
high,2,1,1,0,0,1,The Cliffhouse,Cavite,museums,3.7,0
low,4,1,0,0,1,0,Aicaca Grill,Pampanga,food,4.3,0
low,2,0,0,0,1,0,Guilty Pleasures,Lanao del Norte,food,4.6,0
high,3,0,1,1,0,0,Ying's Garlic Chili Paste,Camarines Sur,food,4.9,1
low,6,1,0,0,0,0,Langon Vista DECA HOMES Cararayan,Camarines Sur,museums,4.1,0
comfort,6,1,0,0,0,0,SNK La Cocina,Samar,food,4.4,0
high,2,0,1,0,0,1,Brgy. San Pedro,Nueva Ecija,sightseeing,3.7,0
comfort,7,0,0,0,0,0,Rosco C. Mandapats Barangay Park,La Union,beach,4.7,0
low,7,1,0,0,0,1,Healer,Sorsogon,museums,3.7,0
high,4,0,1,1,0,1,Resort,Zambales,nature,3.5,0
comfort,4,0,1,1,1,0,Kim's Bowl,Albay,food,4.3,0
comfort,6,1,1,0,0,1,United Paragon Mining Corp,Camarines Norte,museums,4.5,0
comfort,3,0,0,0,1,0,Soltea,Aklan,food,4.3,0
comfort,5,0,0,0,1,0,Rizal Park,Albay,nature,3.7,0
high,2,1,0,0,0,1,Christ the Redeemer Park,Pampanga,beach,3.7,0
comfort,2,0,0,1,0,0,Bangaan View,Mountain Province,museums,4.9,0
comfort,7,1,0,0,0,0,Asemco Hilltop Resort,Biliran,sightseeing,4.9,0
high,7,1,0,0,1,0,Alta tierra Village Comm Park,Guimaras,nature,4.6,0
high,5,0,0,0,1,1,National Arts Center,Rizal,sightseeing,4.7,1
high,4,0,1,0,0,1,Digos City Eco Park and Arboretum,Davao del Sur,sightseeing,4.7,0
comfort,3,0,1,0,0,1,Baguio Viewpoint,Ifugao,museums,4.1,0
comfort,5,1,0,0,0,0,Arturo L. Casino Park,Misamis Oriental,beach,4.9,0
low,2,0,1,0,0,0,Rubia Restaurant,Benguet,food,4.5,0
comfort,5,0,1,0,0,0,Spicy Food House,Siquijor,food,3.7,0
low,4,0,0,1,0,0,Tsokolate Ni Eyay,Davao de Oro,food,4.0,0
low,7,0,0,0,1,0,Cindy's Restaurant,Tarlac,food,4.0,0
comfort,3,0,0,1,0,1,Saint Christopher,Camarines Sur,sightseeing,4.8,0
comfort,2,0,1,0,0,0,ethel kusina,Southern Leyte,food,4.7,0
comfort,7,0,0,0,0,0,Bacolod Bsc,Negros Occidental,museums,4.2,0
high,3,1,0,1,0,0,Redemptrix,Romblon,museums,4.7,0
high,7,0,1,0,1,0,Dumangas Plaza,Iloilo,nature,4.7,0
low,5,0,0,1,0,1,Iriga (Mt. Asog) Trail,Camarines Sur,museums,4.8,0
low,7,0,0,0,1,0,View Deck on the Rock,Benguet,sightseeing,3.8,0
low,4,0,0,1,0,1,SEA OF CLOUDS DUPAX,Nueva Vizcaya,sightseeing,3.5,0
comfort,6,1,0,0,0,0,Cupit Basketball court,Pampanga,beach,4.5,0
low,7,1,0,1,0,0,Quinawan Beach,Bataan,beach,4.6,0
comfort,5,0,0,1,0,0,Starbucks,Tarlac,food,4.1,0
comfort,5,0,0,0,1,0,Unifruiti,Maguindanao del Sur,museums,3.7,0
high,7,0,0,1,0,0,Harrison Night Market,Benguet,museums,3.7,0
comfort,6,0,1,0,0,0,Math Park,Leyte,nature,4.2,0
comfort,6,0,1,1,0,0,Zamboanga Sibugay Welcome Arch,Zamboanga Sibugay,museums,4.1,0
low,7,1,1,1,0,0,Plaza Libertad,Iloilo,nature,3.9,1
low,7,0,1,0,0,1,Kanawan’s Hanging Bridge,Bataan,museums,4.4,0
high,5,0,0,0,1,1,J. P. Rizal Street,Albay,nature,3.8,0
high,3,1,0,1,1,0,KA KUBO - Modern Filipino Cuisine,Maguindanao del Sur,food,4.7,1
low,5,0,1,0,0,1,Tagbibinta Falls,Davao Oriental,sightseeing,4.5,0
high,3,1,1,0,0,1,I Love Sawata,Davao del Norte,museums,3.7,0
high,6,0,0,1,0,0,Igorot Goldmine,La Union,museums,4.9,0
high,7,0,0,0,0,0,Carabao Head,Rizal,sightseeing,4.7,1
low,3,1,0,1,0,0,Tealive Fariñas Terminal,Ilocos Norte,food,4.1,0
comfort,5,0,0,0,0,1,Kangaroo Jump,Pampanga,sightseeing,3.6,0
high,2,0,0,0,0,1,Good Shepherd Sisters Convent,La Union,museums,4.5,0
high,6,1,0,1,1,0,Cafe Emiglia,Albay,food,4.6,1
high,5,0,0,0,0,1,Old Candelaria Post,Iloilo,museums,3.6,0
low,4,0,0,1,0,0,Buhay Forest,Cavite,museums,4.8,0
low,3,0,0,0,0,1,Lagoon Bistro,Camiguin,food,4.2,0
comfort,6,1,1,0,1,0,General Santos,Pangasinan,sightseeing,4.9,0
low,5,1,1,0,0,1,Talahid Beach,Biliran,sightseeing,4.8,0
low,6,1,0,0,0,0,Joed's Lutong Hapon,Cebu,food,4.3,0
comfort,5,0,0,0,1,0,WaterWorld Iloilo,Guimaras,museums,4.9,0
low,7,0,0,1,1,1,St. Andrew Parish Church,Aurora,museums,4.2,0
comfort,4,0,0,0,0,1,Magsangyaw Eco-Park,South Cotabato,museums,3.9,0
comfort,6,0,0,1,1,1,J-Mars,Biliran,food,3.7,0
high,4,0,0,0,0,1,Kalayaan Park,Cavite,beach,4.7,0
high,4,1,0,0,1,0,Baliuag Museum & Library-(Old Municipal Building),Pampanga,beach,4.8,0
high,3,0,1,0,1,1,Balmeo Mini Park,Pampanga,beach,4.7,1
comfort,2,0,0,0,1,0,Taipei Royal Tea,Tarlac,food,3.8,0
high,4,0,0,0,0,1,Bayongan Dam Viewing Deck,Bohol,museums,3.7,0
high,4,0,0,0,1,1,Tubod Marine Sanctuary,Siquijor,museums,4.8,1
comfort,6,0,0,0,0,1,CSU - FIELD,Agusan del Norte,beach,4.0,0
high,3,0,0,1,1,1,Pines Kitchenette & Inn,Mountain Province,food,4.0,0
comfort,7,0,0,0,1,1,Sukoname,Bataan,food,4.0,0
high,7,0,0,1,0,1,Tokanz,Aklan,food,4.4,0
comfort,7,1,1,0,0,1,General Santos,Pangasinan,sightseeing,4.9,0
high,4,0,1,0,1,0,Rykas,Aurora,food,4.2,0
low,5,0,0,0,1,1,Rosely Eatery,Camarines Sur,food,3.8,0
low,7,0,0,1,0,0,Horace B. Silliman: 1825–1910,Siquijor,museums,4.5,0
comfort,5,0,1,1,1,0,Paoay Sand Dune,Ilocos Norte,museums,4.3,0
comfort,5,0,0,1,0,1,Plaza Santiago,Cavite,beach,4.9,0
low,4,1,0,0,0,0,Dairy Box,Bohol,food,4.5,0
high,6,0,0,0,0,1,Grafilo Street,Masbate,sightseeing,4.4,0
low,7,1,0,0,1,0,Benguet Provincial Library,Benguet,museums,4.6,0
comfort,6,1,0,0,1,0,Beverly View,Cebu,sightseeing,3.7,0
high,2,0,1,0,0,0,Retazo Diner,Albay,food,3.9,0
high,2,0,0,1,0,0,J&P Eatery,Antique,food,3.7,0
low,6,1,0,0,0,1,Potenciano Ilustrio Memorial,La Union,beach,3.5,0
comfort,7,0,0,1,0,1,Wingyard,La Union,food,4.3,0
comfort,3,1,0,1,0,0,Cafe Antonio,Laguna,food,4.3,0
comfort,3,1,0,1,0,0,Grand Palace Restaurant,Agusan del Norte,food,4.5,0
comfort,6,0,1,0,1,0,Paradise Beach,Siquijor,museums,4.6,1
comfort,4,1,0,1,0,0,Cagay River Tour,Capiz,museums,3.7,0
comfort,3,1,0,0,1,0,Black Scoop Cafe - Daet,Camarines Norte,food,3.5,0
comfort,2,0,1,1,0,0,Secret local Lagoon,Siquijor,museums,4.0,0
high,3,0,0,1,0,0,Rizal Park,Southern Leyte,beach,4.5,0
high,3,1,0,0,1,1,Dylan New Jersie Resort,Nueva Ecija,sightseeing,4.8,0
comfort,5,0,1,0,0,1,Garden Bloc,Cebu,beach,3.5,0
comfort,5,1,0,0,0,0,Retreat House,Benguet,museums,3.9,0
comfort,5,1,0,1,1,0,Magbuo Highlands,Bataan,sightseeing,4.8,0
low,7,0,0,0,1,0,K. COFFEE,Maguindanao del Norte,food,4.3,0
low,2,0,1,1,1,0,Misamis Occidental Aquamarine Park (MOAP),Misamis Occidental,nature,4.0,1
high,2,1,0,1,1,0,Plaza Del gobernador,Oriental Mindoro,nature,4.0,0
low,3,0,1,0,1,0,Boardwalk,Misamis Occidental,museums,3.9,0
low,6,1,1,0,0,0,melvin veneracion 66 p1 junk shop,Nueva Ecija,sightseeing,4.1,0
high,7,0,0,1,0,0,Amadeo Coffee and Culture Heritage Mural,Cavite,sightseeing,4.1,0
high,5,1,0,0,0,0,Amphitheatrum Flavium replica,Tarlac,sightseeing,4.8,0
comfort,2,0,0,1,1,1,The Oblation,Cebu,museums,3.9,0
comfort,2,1,0,0,1,0,Hermosa Town Plaza,Pampanga,beach,4.8,0
comfort,5,1,0,0,1,0,La Paz Dunes,Ilocos Norte,sightseeing,4.8,0
comfort,7,0,1,0,0,0,Imbuliklik,Ifugao,sightseeing,3.9,0
comfort,3,0,1,1,0,0,Agri Forest Park,Cotabato,nature,4.2,0
high,6,0,1,1,0,0,Smile Hill,Guimaras,museums,4.4,0
high,4,1,0,1,1,0,Marawi Central Park,Lanao del Sur,beach,4.7,0
low,5,0,0,0,1,0,Dahilayan Adventure Park,Bukidnon,museums,4.0,0
high,3,0,0,1,0,0,Iguid Beach Resort,Samar,sightseeing,3.9,0
high,2,0,1,0,1,0,Celien's Coffee and Foodshoppe,Bukidnon,food,3.7,0
comfort,4,0,0,1,0,1,New Washington Town Plaza,Aklan,beach,4.5,0
